?⑥?肄붾뱶,珥앹꽭????꾨?嫄대Ъ援щ텇,吏??怨듦툒?좏삎,?꾩슜硫댁쟻,?꾩슜硫댁쟻蹂꾩꽭???怨듦????먭꺽?좏삎,?꾨?蹂댁쬆湲??꾨?猷?吏?섏쿋??踰꾩뒪?뺣쪟???⑥??댁＜李⑤㈃???깅줉李⑤웾???⑥?紐??꾨줈紐낆＜???곕㈃???꾨룄,寃쎈룄,subway_name,subway_dist,?섏듅????珥앹씤援ъ닔,?몃????멸뎄,???щ퉬??????0~19??????20~39??????40~69??????70?몄씠??0~19??鍮꾩쑉,20~39??鍮꾩쑉,40~69??鍮꾩쑉,70?몄씠??鍮꾩쑉,,,,,,,,,,,,,,,,,,,
C1129,1444,?꾪뙆??寃쎄린??怨듦났?꾨?(10??,59.98,141,2,A,54132000,520500,1,10,1275,1668,援щ━媛덈ℓ ?댁뒪?명옄,寃쎄린??援щ━??媛덈ℓ以묒븰濡?132,8996.95,127.1210528,37.63465819,媛덈ℓ??0.006319616930294869,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C1027,452,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,33.83,174,21,A,11370000,203220,0,5,461,207,?묒궛?좊룄?? LH 2?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??臾쇨툑2湲?50,6981.99,128.9927667,35.30995759,遺?곕??묒궛罹좏띁?ㅼ뿭,0.022309029,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C1027,452,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,39.56,88,21,A,19171000,246230,0,5,461,207,?묒궛?좊룄?? LH 2?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??臾쇨툑2湲?50,6981.99,128.9927667,35.30995759,遺?곕??묒궛罹좏띁?ㅼ뿭,0.022309029,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C1027,452,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.63,138,21,A,26851000,306450,0,5,461,207,?묒궛?좊룄?? LH 2?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??臾쇨툑2湲?50,6981.99,128.9927667,35.30995759,遺?곕??묒궛罹좏띁?ㅼ뿭,0.022309029,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C1027,452,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.63,30,21,A,26851000,306450,0,5,461,207,?묒궛?좊룄?? LH 2?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??臾쇨툑2湲?50,6981.99,128.9927667,35.30995759,遺?곕??묒궛罹좏띁?ㅼ뿭,0.022309029,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C1027,452,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.95,22,21,A,26851000,306450,0,5,461,207,?묒궛?좊룄?? LH 2?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??臾쇨툑2湲?50,6981.99,128.9927667,35.30995759,遺?곕??묒궛罹좏띁?ㅼ뿭,0.022309029,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C2377,1105,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,33.83,408,22,A,11269000,202140,0,3,1110,579,?묒궛?좊룄??LH 1?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??泥?슫濡?41,6744.79,128.9897875,35.30960205,遺?곕??묒궛罹좏띁?ㅼ뿭,0.025259636,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C2377,1105,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,39.56,366,22,A,19014000,246230,0,3,1110,579,?묒궛?좊룄??LH 1?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??泥?슫濡?41,6744.79,128.9897875,35.30960205,遺?곕??묒궛罹좏띁?ㅼ뿭,0.025259636,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C2377,1105,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.63,96,22,A,26673000,305370,0,3,1110,579,?묒궛?좊룄??LH 1?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??泥?슫濡?41,6744.79,128.9897875,35.30960205,遺?곕??묒궛罹좏띁?ㅼ뿭,0.025259636,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C2377,1105,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.95,44,22,A,26673000,305370,0,3,1110,579,?묒궛?좊룄??LH 1?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??泥?슫濡?41,6744.79,128.9897875,35.30960205,遺?곕??묒궛罹좏띁?ㅼ뿭,0.025259636,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C2377,1105,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,51.96,146,22,A,30112000,331180,0,3,1110,579,?묒궛?좊룄??LH 1?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??泥?슫濡?41,6744.79,128.9897875,35.30960205,遺?곕??묒궛罹좏띁?ㅼ뿭,0.025259636,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C2377,1105,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,51.96,45,22,A,30112000,331180,0,3,1110,579,?묒궛?좊룄??LH 1?⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑??泥?슫濡?41,6744.79,128.9897875,35.30960205,遺?곕??묒궛罹좏띁?ㅼ뿭,0.025259636,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C1649,472,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,36.77,272,16,A,11217000,233330,0,2,1066,359,?묒궛?좊룄?쏬H?꾪뙆???⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑???덉떎濡?54,1964.91,128.9946783,35.31155895,遺?곕??묒궛罹좏띁?ㅼ뿭,0.020019157,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C1649,472,?꾪뙆??寃쎌긽?⑤룄,援???꾨?,46.78,200,16,A,24389000,303220,0,2,1066,359,?묒궛?좊룄?쏬H?꾪뙆???⑥?,寃쎌긽?⑤룄 ?묒궛??臾쇨툑???덉떎濡?54,1964.91,128.9946783,35.31155895,遺?곕??묒궛罹좏띁?ㅼ뿭,0.020019157,1,120892,2.52,0.98,2.313416189,0.985408948,0.979550579,0.704276146,0.235946134,0.288141482,0.421185852,0.054726533,
C2661,354,?꾪뙆???쒖＜?밸퀎?먯튂??援???꾨?,26.99,140,12,A,7527000,137620,0,6,297,330,?쒓??щ궓??LH?꾪뙆???쒖＜?밸퀎?먯튂???쒓??ъ떆 ?⑥썝???⑥썝泥댁쑁愿濡?342,162,126.7220234,33.28096979,?밸룞??1.838080767630058,1,18717,2.16,1.07,2.059679767,1.18125388,1.178351492,0.684079602,0.140033125,0.187743762,0.49137148,0.180851632,,,,
C2661,354,?꾪뙆???쒖＜?밸퀎?먯튂??援???꾨?,36.98,110,12,A,10215000,186010,0,6,297,330,?쒓??щ궓??LH?꾪뙆???쒖＜?밸퀎?먯튂???쒓??ъ떆 ?⑥썝???⑥썝泥댁쑁愿濡?342,162,126.7220234,33.28096979,?밸룞??1.838080767630058,1,18717,2.16,1.07,2.059679767,1.18125388,1.178351492,0.684079602,0.140033125,0.187743762,0.49137148,0.180851632,,,,
C2661,354,?꾪뙆???쒖＜?밸퀎?먯튂??援???꾨?,46.96,104,12,A,22043000,231180,0,6,297,330,?쒓??щ궓??LH?꾪뙆???쒖＜?밸퀎?먯튂???쒓??ъ떆 ?⑥썝???⑥썝泥댁쑁愿濡?342,162,126.7220234,33.28096979,?밸룞??1.838080767630058,1,18717,2.16,1.07,2.059679767,1.18125388,1.178351492,0.684079602,0.140033125,0.187743762,0.49137148,0.180851632,,,,
C1263,268,?꾪뙆??異⑹껌遺곷룄,援???꾨?,29.79,48,4,A,5914000,98920,0,5,214,217,?쒖쿇媛뺤?4?⑥?,異⑹껌遺곷룄 ?쒖쿇??泥?뭾?몃줈7湲?40,13.11,128.2066687,37.1241468,?ъ＜??0.5995292031234571,1,10247,2.07,1.01,2.08685446,1.131422925,1.027881814,0.700221239,0.163950425,0.210500634,0.475553821,0.149995121,,
C1263,268,?꾪뙆??異⑹껌遺곷룄,援???꾨?,29.81,12,4,A,5914000,98920,0,5,214,217,?쒖쿇媛뺤?4?⑥?,異⑹껌遺곷룄 ?쒖쿇??泥?뭾?몃줈7湲?40,13.11,128.2066687,37.1241468,?ъ＜??0.5995292031234571,1,10247,2.07,1.01,2.08685446,1.131422925,1.027881814,0.700221239,0.163950425,0.210500634,0.475553821,0.149995121,,
C1263,268,?꾪뙆??異⑹껌遺곷룄,援???꾨?,36.42,28,4,A,7204000,124720,0,5,214,217,?쒖쿇媛뺤?4?⑥?,異⑹껌遺곷룄 ?쒖쿇??泥?뭾?몃줈7湲?40,13.11,128.2066687,37.1241468,?ъ＜??0.5995292031234571,1,10247,2.07,1.01,2.08685446,1.131422925,1.027881814,0.700221239,0.163950425,0.210500634,0.475553821,0.149995121,,
C1263,268,?꾪뙆??異⑹껌遺곷룄,援???꾨?,36.48,120,4,A,7204000,124720,0,5,214,217,?쒖쿇媛뺤?4?⑥?,異⑹껌遺곷룄 ?쒖쿇??泥?뭾?몃줈7湲?40,13.11,128.2066687,37.1241468,?ъ＜??0.5995292031234571,1,10247,2.07,1.01,2.08685446,1.131422925,1.027881814,0.700221239,0.163950425,0.210500634,0.475553821,0.149995121,,
C1263,268,?꾪뙆??異⑹껌遺곷룄,援???꾨?,46.36,60,4,A,15806000,178490,0,5,214,217,?쒖쿇媛뺤?4?⑥?,異⑹껌遺곷룄 ?쒖쿇??泥?뭾?몃줈7湲?40,13.11,128.2066687,37.1241468,?ъ＜??0.5995292031234571,1,10247,2.07,1.01,2.08685446,1.131422925,1.027881814,0.700221239,0.163950425,0.210500634,0.475553821,0.149995121,,
C1136,984,?꾪뙆??寃쎄린??援???꾨?,26.89,296,31,A,13118000,146230,0,19,865,763,諛곌퐙留덉쓣 4?⑥?,寃쎄린???됲깮??鍮꾩쟾2濡?110,303.04,127.1015816,37.00207808,?됲깮??0.01971026368732024,1,71307.5,2.485,1.01,2.229968371,1.056243285,1.004555419,0.691334895,0.230340427,0.30864916,0.410370578,0.050639835,,,
C1136,984,?꾪뙆??寃쎄린??援???꾨?,36.72,296,31,A,17849000,221500,0,19,865,763,諛곌퐙留덉쓣 4?⑥?,寃쎄린???됲깮??鍮꾩쟾2濡?110,303.04,127.1015816,37.00207808,?됲깮??0.01971026368732024,1,71307.5,2.485,1.01,2.229968371,1.056243285,1.004555419,0.691334895,0.230340427,0.30864916,0.410370578,0.050639835,,,
C1136,984,?꾪뙆??寃쎄린??援???꾨?,46.4,228,31,E,124970000,65080,0,19,865,763,諛곌퐙留덉쓣 4?⑥?,寃쎄린???됲깮??鍮꾩쟾2濡?110,303.04,127.1015816,37.00207808,?됲깮??0.01971026368732024,1,71307.5,2.485,1.01,2.229968371,1.056243285,1.004555419,0.691334895,0.230340427,0.30864916,0.410370578,0.050639835,,,
C1136,984,?꾪뙆??寃쎄린??援???꾨?,51.76,164,31,E,139418000,72610,0,19,865,763,諛곌퐙留덉쓣 4?⑥?,寃쎄린???됲깮??鍮꾩쟾2濡?110,303.04,127.1015816,37.00207808,?됲깮??0.01971026368732024,1,71307.5,2.485,1.01,2.229968371,1.056243285,1.004555419,0.691334895,0.230340427,0.30864916,0.410370578,0.050639835,,,
C2605,624,?꾪뙆??媛뺤썝??援???꾨?,39.93,450,6,A,16129000,182790,0,3,535,572,媛뺣쫱?뚯궛2,媛뺤썝??媛뺣쫱??媛뺣?濡?58,7052.95,128.8765056,37.74278379,?좉린??0.44827959838712517,1,16592,2.15,0.99,2.009395973,1.102717642,0.978950173,0.689134809,0.176048698,0.275132594,0.447625362,0.101193346,,,
C2605,624,?꾪뙆??媛뺤썝??援???꾨?,46.76,116,6,A,22581000,263440,0,3,535,572,媛뺣쫱?뚯궛2,媛뺤썝??媛뺣쫱??媛뺣?濡?58,7052.95,128.8765056,37.74278379,?좉린??0.44827959838712517,1,16592,2.15,0.99,2.009395973,1.102717642,0.978950173,0.689134809,0.176048698,0.275132594,0.447625362,0.101193346,,,
C2605,624,?꾪뙆??媛뺤썝??援???꾨?,49.81,58,6,A,24731000,275260,0,3,535,572,媛뺣쫱?뚯궛2,媛뺤썝??媛뺣쫱??媛뺣?濡?58,7052.95,128.8765056,37.74278379,?좉린??0.44827959838712517,1,16592,2.15,0.99,2.009395973,1.102717642,0.978950173,0.689134809,0.176048698,0.275132594,0.447625362,0.101193346,,,
C2393,1546,?꾪뙆??寃쎄린??援???꾨?,36.89,18,1,A,18225000,215050,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린??援???꾨?,36.89,308,1,H,18225000,215050,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린??援???꾨?,36.98,536,1,H,18225000,215050,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린??援???꾨?,36.98,20,1,A,18225000,215050,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린??援???꾨?,46.46,120,1,H,39354000,274190,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린??援???꾨?,46.46,20,1,A,39354000,274190,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린??援???꾨?,46.74,138,1,H,39354000,274190,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린??援???꾨?,46.74,6,1,A,39354000,274190,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린???곴뎄?꾨?,26.7,90,1,I,10220000,87610,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린???곴뎄?꾨?,26.7,14,1,I,10220000,87610,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린???곴뎄?꾨?,26.7,144,1,I,10220000,87610,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린???곴뎄?꾨?,33.91,4,1,I,12906000,110500,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C2393,1546,?꾪뙆??寃쎄린???곴뎄?꾨?,33.91,128,1,I,12906000,110500,1,2,1176,922,"援щ━媛덈ℓ(09,蹂닿툑4) 1?⑥?",寃쎄린??援щ━??媛덈ℓ?쒗솚濡?143,9077.86,127.120522,37.63285226,媛덈ℓ??0.005888289029646988,1,31073,2.54,0.99,2.951240376,0.949814532,1.014371257,0.800376648,0.217841856,0.287580858,0.433044766,0.06153252,,,
C1673,640,?꾪뙆??異⑹껌遺곷룄,援???꾨?,29.99,168,22,A,7741000,120430,0,1,549,526,"利앺룊?≪궛(援??,2) 3?⑥?",異⑹껌遺곷룄 利앺룊援?利앺룊???≪궛濡?湲?14,7128.85,127.5824109,36.79138953,?먯젙??0.43538091866376716,1,34641,2.08,1.09,2.108038585,1.324295587,1.092489384,0.676123963,0.181519009,0.252417655,0.455212032,0.110851303,,
C1673,640,?꾪뙆??異⑹껌遺곷룄,援???꾨?,29.99,12,22,A,7741000,120430,0,1,549,526,"利앺룊?≪궛(援??,2) 3?⑥?",異⑹껌遺곷룄 利앺룊援?利앺룊???≪궛濡?湲?14,7128.85,127.5824109,36.79138953,?먯젙??0.43538091866376716,1,34641,2.08,1.09,2.108038585,1.324295587,1.092489384,0.676123963,0.181519009,0.252417655,0.455212032,0.110851303,,
C1673,640,?꾪뙆??異⑹껌遺곷룄,援???꾨?,36.84,280,22,A,9461000,160210,0,1,549,526,"利앺룊?≪궛(援??,2) 3?⑥?",異⑹껌遺곷룄 利앺룊援?利앺룊???≪궛濡?湲?14,7128.85,127.5824109,36.79138953,?먯젙??0.43538091866376716,1,34641,2.08,1.09,2.108038585,1.324295587,1.092489384,0.676123963,0.181519009,0.252417655,0.455212032,0.110851303,,
C1673,640,?꾪뙆??異⑹껌遺곷룄,援???꾨?,46.76,168,22,A,20430000,212890,0,1,549,526,"利앺룊?≪궛(援??,2) 3?⑥?",異⑹껌遺곷룄 利앺룊援?利앺룊???≪궛濡?湲?14,7128.85,127.5824109,36.79138953,?먯젙??0.43538091866376716,1,34641,2.08,1.09,2.108038585,1.324295587,1.092489384,0.676123963,0.181519009,0.252417655,0.455212032,0.110851303,,
C1673,640,?꾪뙆??異⑹껌遺곷룄,援???꾨?,46.76,12,22,A,20430000,212890,0,1,549,526,"利앺룊?≪궛(援??,2) 3?⑥?",異⑹껌遺곷룄 利앺룊援?利앺룊???≪궛濡?湲?14,7128.85,127.5824109,36.79138953,?먯젙??0.43538091866376716,1,34641,2.08,1.09,2.108038585,1.324295587,1.092489384,0.676123963,0.181519009,0.252417655,0.455212032,0.110851303,,
C1017,1460,?꾪뙆????꾧킅??떆,援???꾨?,26.86,324,27,A,11117000,160310,0,2,1534,1246,??꾨룄?덉꽌?⑤?(01.?? 11?⑥?,??꾧킅??떆 ?좎꽦援?遊됰챸濡?16,34.76,127.3460751,36.34043809,?좎꽦?⑥쿇??0.014065851556597073,1,45840,2.42,0.92,2.167134269,0.929420732,0.871551167,0.699507389,0.228752182,0.276112565,0.442452007,0.052683246,,
C1017,1460,?꾪뙆????꾧킅??떆,援???꾨?,36.68,580,27,A,15198000,227970,0,2,1534,1246,??꾨룄?덉꽌?⑤?(01.?? 11?⑥?,??꾧킅??떆 ?좎꽦援?遊됰챸濡?16,34.76,127.3460751,36.34043809,?좎꽦?⑥쿇??0.014065851556597073,1,45840,2.42,0.92,2.167134269,0.929420732,0.871551167,0.699507389,0.228752182,0.276112565,0.442452007,0.052683246,,
C1017,1460,?꾪뙆????꾧킅??떆,援???꾨?,46.97,556,27,A,33436000,300840,0,2,1534,1246,??꾨룄?덉꽌?⑤?(01.?? 11?⑥?,??꾧킅??떆 ?좎꽦援?遊됰챸濡?16,34.76,127.3460751,36.34043809,?좎꽦?⑥쿇??0.014065851556597073,1,45840,2.42,0.92,2.167134269,0.929420732,0.871551167,0.699507389,0.228752182,0.276112565,0.442452007,0.052683246,,
C2539,396,?꾪뙆??異⑹껌?⑤룄,援???꾨?,29.91,128,8,A,6483000,109670,0,2,237,228,"遺?ш퇋??07,二?) 1?⑥?",異⑹껌?⑤룄 遺?ш뎔 洹쒖븫硫??대룞濡?26,3693.88,126.8825813,36.26928758,?곗궛??0.323284281854358,2,11966,2.08,0.97,1.934973638,1.02365416,1.05173716,0.647756139,0.175998663,0.207337456,0.454036437,0.162627444,,
C2539,396,?꾪뙆??異⑹껌?⑤룄,援???꾨?,29.91,10,8,A,6483000,109670,0,2,237,228,"遺?ш퇋??07,二?) 1?⑥?",異⑹껌?⑤룄 遺?ш뎔 洹쒖븫硫??대룞濡?26,3693.88,126.8825813,36.26928758,?곗궛??0.323284281854358,2,11966,2.08,0.97,1.934973638,1.02365416,1.05173716,0.647756139,0.175998663,0.207337456,0.454036437,0.162627444,,
C2539,396,?꾪뙆??異⑹껌?⑤룄,援???꾨?,36.7,128,8,A,7645000,136550,0,2,237,228,"遺?ш퇋??07,二?) 1?⑥?",異⑹껌?⑤룄 遺?ш뎔 洹쒖븫硫??대룞濡?26,3693.88,126.8825813,36.26928758,?곗궛??0.323284281854358,2,11966,2.08,0.97,1.934973638,1.02365416,1.05173716,0.647756139,0.175998663,0.207337456,0.454036437,0.162627444,,
C2539,396,?꾪뙆??異⑹껌?⑤룄,援???꾨?,36.7,12,8,A,7645000,136550,0,2,237,228,"遺?ш퇋??07,二?) 1?⑥?",異⑹껌?⑤룄 遺?ш뎔 洹쒖븫硫??대룞濡?26,3693.88,126.8825813,36.26928758,?곗궛??0.323284281854358,2,11966,2.08,0.97,1.934973638,1.02365416,1.05173716,0.647756139,0.175998663,0.207337456,0.454036437,0.162627444,,
C2539,396,?꾪뙆??異⑹껌?⑤룄,援???꾨?,46.94,60,8,A,16634000,179570,0,2,237,228,"遺?ш퇋??07,二?) 1?⑥?",異⑹껌?⑤룄 遺?ш뎔 洹쒖븫硫??대룞濡?26,3693.88,126.8825813,36.26928758,?곗궛??0.323284281854358,2,11966,2.08,0.97,1.934973638,1.02365416,1.05173716,0.647756139,0.175998663,0.207337456,0.454036437,0.162627444,,
C2539,396,?꾪뙆??異⑹껌?⑤룄,?곴뎄?꾨?,26.81,58,8,E,45995000,23950,0,2,237,228,"遺?ш퇋??07,二?) 1?⑥?",異⑹껌?⑤룄 遺?ш뎔 洹쒖븫硫??대룞濡?26,3693.88,126.8825813,36.26928758,?곗궛??0.323284281854358,2,11966,2.08,0.97,1.934973638,1.02365416,1.05173716,0.647756139,0.175998663,0.207337456,0.454036437,0.162627444,,
C1933,1022,?꾪뙆??愿묒＜愿묒뿭??怨듦났?꾨?(10??,66.85,100,8,A,35000000,520000,0,3,1202,1730,愿묒＜?좎슫3(怨듭엫由ъ툩),愿묒＜愿묒뿭??愿묒궛援??좎슫濡?65,313.95,126.777949,35.15032676,愿묒＜?≪젙??0.018042537376426797,1,32918,2.38,1.04,2.111777535,1.120280353,1.069809069,0.630317092,0.229540069,0.284889726,0.421532292,0.064037912,,,
C1933,1022,?꾪뙆??愿묒＜愿묒뿭??怨듦났?꾨?(10??,66.94,20,8,A,35000000,520000,0,3,1202,1730,愿묒＜?좎슫3(怨듭엫由ъ툩),愿묒＜愿묒뿭??愿묒궛援??좎슫濡?65,313.95,126.777949,35.15032676,愿묒＜?≪젙??0.018042537376426797,1,32918,2.38,1.04,2.111777535,1.120280353,1.069809069,0.630317092,0.229540069,0.284889726,0.421532292,0.064037912,,,
C1933,1022,?꾪뙆??愿묒＜愿묒뿭??怨듦났?꾨?(10??,66.94,20,8,A,35000000,520000,0,3,1202,1730,愿묒＜?좎슫3(怨듭엫由ъ툩),愿묒＜愿묒뿭??愿묒궛援??좎슫濡?65,313.95,126.777949,35.15032676,愿묒＜?≪젙??0.018042537376426797,1,32918,2.38,1.04,2.111777535,1.120280353,1.069809069,0.630317092,0.229540069,0.284889726,0.421532292,0.064037912,,,
C1933,1022,?꾪뙆??愿묒＜愿묒뿭??怨듦났?꾨?(10??,66.96,488,8,A,35000000,520000,0,3,1202,1730,愿묒＜?좎슫3(怨듭엫由ъ툩),愿묒＜愿묒뿭??愿묒궛援??좎슫濡?65,313.95,126.777949,35.15032676,愿묒＜?≪젙??0.018042537376426797,1,32918,2.38,1.04,2.111777535,1.120280353,1.069809069,0.630317092,0.229540069,0.284889726,0.421532292,0.064037912,,,
C1933,1022,?꾪뙆??愿묒＜愿묒뿭??怨듦났?꾨?(10??,74.73,94,8,A,44000000,580000,0,3,1202,1730,愿묒＜?좎슫3(怨듭엫由ъ툩),愿묒＜愿묒뿭??愿묒궛援??좎슫濡?65,313.95,126.777949,35.15032676,愿묒＜?≪젙??0.018042537376426797,1,32918,2.38,1.04,2.111777535,1.120280353,1.069809069,0.630317092,0.229540069,0.284889726,0.421532292,0.064037912,,,
