단지코드,apt임대료min,apt임대료25%,apt임대료50%,apt임대료75%,apt임대료max,apt임대료mean,apt임대료std,apt임대료count,apt임대보증금min,apt임대보증금25%,apt임대보증금50%,apt임대보증금75%,apt임대보증금max,apt임대보증금mean,apt임대보증금std,apt임대보증금count,store임대료min,store임대료25%,store임대료50%,store임대료75%,store임대료max,store임대료mean,store임대료std,store임대료count,store임대보증금min,store임대보증금25%,store임대보증금50%,store임대보증금75%,store임대보증금max,store임대보증금mean,store임대보증금std,store임대보증금count,apt전용면적min,apt전용면적25%,apt전용면적50%,apt전용면적75%,apt전용면적max,apt전용면적mean,apt전용면적std,apt전용면적count,store전용면적min,store전용면적25%,store전용면적50%,store전용면적75%,store전용면적max,store전용면적mean,store전용면적std,store전용면적count
C2010,85760.0,85760.0,85760.0,103250.0,119160.0,95938.0,15029.152338039561,5.0,16140000.0,16140000.0,16140000.0,23131000.0,23131000.0,18936400.0,3829128.3995186165,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.84,39.84,39.84,49.51,49.51,43.708,5.296477131074953,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1879,110850.0,110850.0,110850.0,135010.0,135010.0,120514.0,13232.976989324814,5.0,19819000.0,19819000.0,19819000.0,24775000.0,24775000.0,21801400.0,2714512.9949956033,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,46.9,46.9,51.93,51.93,48.912,2.7550444642509864,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1131,139980.0,141090.0,187660.0,233860.0,233860.0,187290.0,53777.79839301717,4.0,19050000.0,19179750.0,20645000.0,22067000.0,22067000.0,20601750.0,1693398.432147615,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.49,51.83500000000001,55.795,59.64,59.64,55.67999999999999,4.576468798830235,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1468,95960.0,95960.0,95960.0,129850.0,129850.0,109516.0,18562.31747385008,5.0,16852000.0,16852000.0,16852000.0,24343000.0,24343000.0,19848400.0,4102989.6782711996,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.77,39.77,39.77,49.51,49.51,43.666,5.334817710100315,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1213,81540.0,81540.0,91730.0,101920.0,101920.0,91730.0,11162.585721955285,6.0,13987000.0,13987000.0,15847500.0,17708000.0,17708000.0,15847500.0,2038075.636476723,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.45,36.6075,41.465,46.21,46.7,41.47666666666667,5.367694725547148,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1173,118580.0,124830.0,149810.0,149810.0,174770.0,145641.11111111112,21401.555693713275,9.0,13731000.0,14981000.0,18726000.0,18726000.0,27465000.0,19141888.888888888,5185420.003346991,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,41.55,46.9,46.9,51.93,45.827777777777776,4.636568714517714,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2492,86140.0,86140.0,127320.0,127320.0,163530.0,118090.0,32698.56418866125,5.0,8738000.0,8738000.0,18101000.0,18101000.0,21221000.0,14979800.0,5838589.101829311,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66,36.66,51.93,51.93,59.88,47.412,10.337875507085586,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2032,149810.0,177897.5,187260.0,187260.0,187260.0,177897.5,17335.981368241028,8.0,24969000.0,29649750.0,31210000.0,31210000.0,31210000.0,29649750.0,2889021.621340247,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.78,57.8325,59.870000000000005,59.92,59.95,57.8675,3.7574449905677736,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2094,101830.0,104445.0,107060.0,116200.0,116200.0,109482.85714285714,6636.175390202086,7.0,13633000.0,14187500.0,14742000.0,17499000.0,17499000.0,15606714.285714285,1827055.6198690936,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.22,37.685,39.15,46.474999999999994,46.48,41.45285714285715,4.8491913906193815,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1880,131980.0,131980.0,131980.0,136065.0,148320.0,136065.0,8170.0,4.0,22628000.0,22628000.0,22628000.0,23885250.0,27657000.0,23885250.0,2514500.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,51.905,51.94,53.9675,59.99,53.932500000000005,4.038542435087194,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2089,123870.0,123870.0,130060.0,145535.0,148630.0,134186.66666666666,12171.917953497166,6.0,13625000.0,13625000.0,16722000.0,22606750.0,23536000.0,17961000.0,4939961.578797957,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,39.7225,43.315,50.6725,51.93,44.98833333333334,6.052911420685642,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1744,192910.0,192910.0,194210.0,194210.0,263600.0,207568.0,31329.583782744387,5.0,28214000.0,28214000.0,28214000.0,28214000.0,31583000.0,28887800.0,1506662.6032393584,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.77,51.77,51.93,51.93,59.88,53.456,3.5920161469570266,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2046,179620.0,179620.0,200055.0,220490.0,289880.0,211620.0,43252.70257452128,6.0,21555000.0,21555000.0,23970000.0,26385000.0,34562000.0,25332833.333333332,5103091.236365138,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,46.9,49.415,51.93,59.88,50.74,5.110941204905415,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2071,126340.0,179620.0,179620.0,179620.0,220490.0,176862.22222222222,33447.314084159945,9.0,15111000.0,21555000.0,21555000.0,21555000.0,26385000.0,21196333.333333332,4008589.1533056865,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,46.9,46.9,46.9,51.93,46.422222222222224,4.353908525043268,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2635,241080.0,241080.0,296720.0,297220.0,297220.0,274664.0,30658.53682092477,5.0,28838000.0,28838000.0,35455000.0,35455000.0,35455000.0,32808200.0,3624280.163011684,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,51.86,59.83,59.88,59.88,56.662,4.383653727200634,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2390,241080.0,241080.0,269150.0,297220.0,297220.0,269150.0,32412.44411230559,4.0,28838000.0,28838000.0,32146500.0,35455000.0,35455000.0,32146500.0,3820326.7312277537,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,51.86,55.870000000000005,59.88,59.88,55.87,4.630349158900801,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2561,145840.0,191815.0,207140.0,231767.5,305650.0,216442.5,66120.50633754504,4.0,15376000.0,17569750.0,18301000.0,19661500.0,23743000.0,18930250.0,3492237.4274954447,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.48,44.9775,46.81,50.0,59.57,48.1675,8.350155188178642,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1663,231540.0,231540.0,231540.0,244355.0,282800.0,244355.0,25630.0,4.0,17362000.0,17362000.0,17362000.0,18043000.0,20086000.0,18043000.0,1362000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,51.897499999999994,51.935,53.9675,59.99,53.93,4.040206265361545,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2490,199400.0,208135.0,216870.0,225605.0,234340.0,216870.0,24706.31093465797,2.0,23196000.0,23917500.0,24639000.0,25360500.0,26082000.0,24639000.0,2040710.170504376,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,53.787499999999994,55.715,57.6425,59.57,55.715,5.451793282948282,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2066,105280.0,108377.5,142450.0,167230.0,167230.0,138733.0,30377.2660060118,10.0,13007000.0,13471000.0,17651000.0,20439000.0,20439000.0,17094200.0,3590273.180568731,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62,37.385,43.29,46.9,46.9,42.37199999999999,4.901974205471823,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1585,162980.0,162980.0,181760.0,200540.0,200540.0,181760.0,21685.276110762345,4.0,19108000.0,19108000.0,21657500.0,24207000.0,24207000.0,21657500.0,2943909.0225979015,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.63,36.63,41.41,46.19,46.19,41.41,5.519468573452819,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2276,164390.0,165015.0,165640.0,183985.0,202330.0,177453.33333333334,21552.88921080729,3.0,17704000.0,17704000.0,17704000.0,19600500.0,21497000.0,18968333.333333332,2189889.5710362503,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.67,51.765,51.86,55.925,59.99,54.50666666666667,4.749656127903719,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1155,192000.0,192000.0,192000.0,219875.0,247750.0,210583.33333333334,32187.277507321636,3.0,33448000.0,33448000.0,33448000.0,38402500.0,43357000.0,36751000.0,5720963.817400002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.63,51.63,51.63,55.64,59.65,54.303333333333335,4.630349158900796,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1693,156030.0,179452.5,187260.0,199745.0,237200.0,191937.5,33574.79448931892,4.0,24969000.0,29649750.0,31210000.0,32771000.0,37454000.0,31210750.0,5096979.980014309,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.93,50.432500000000005,51.675,53.8025,59.96,52.56,5.4170902398489424,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1889,84410.0,95427.5,113375.0,132422.5,146740.0,114475.0,28017.290494740326,4.0,13145000.0,15053750.0,16652000.0,18268750.0,20233000.0,16670500.0,2998451.2113200487,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.48,44.9775,49.335,53.787499999999994,59.57,49.42999999999999,8.45756860253978,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2518,168750.0,175242.5,181735.0,188227.5,194720.0,181735.0,18363.56310741464,2.0,19472000.0,20445750.0,21419500.0,22393250.0,23367000.0,21419500.0,2754180.9127216027,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,53.864999999999995,55.870000000000005,57.875,59.88,55.870000000000005,5.670996385116113,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1962,185540.0,189365.0,200800.0,212235.0,216060.0,200800.0,14968.705132152658,4.0,19064000.0,19064000.0,20970000.0,22876000.0,22876000.0,20970000.0,2200859.2261508536,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.81,51.8475,55.575,59.36,59.57,55.6325,4.386512471960687,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1666,91670.0,91670.0,124030.0,124030.0,151110.0,119261.11111111111,23461.35356519549,9.0,13191000.0,13191000.0,17989000.0,17989000.0,22786000.0,17455666.666666668,3750413.8105014493,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,39.98,46.9,46.9,51.93,45.64111111111111,4.839187546594068,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1537,118820.0,118820.0,118820.0,128200.0,156340.0,128200.0,18760.0,4.0,26642000.0,26642000.0,26642000.0,27349000.0,29470000.0,27349000.0,1414000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85,51.857499999999995,51.905,53.96000000000001,59.99,53.91250000000001,4.051916213348939,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1329,110530.0,110530.0,144180.0,152895.0,179040.0,140276.25,28549.43729117716,8.0,15859000.0,15859000.0,19343000.0,20815500.0,25233000.0,19509000.0,3883638.2058947915,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,39.7575,46.9,48.1575,51.93,45.471250000000005,5.185321143106071,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1762,104840.0,104840.0,104840.0,114835.0,124830.0,111503.33333333333,11541.231881100619,3.0,18726000.0,18726000.0,18726000.0,20598500.0,22471000.0,19974333.333333332,2162176.7581151486,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.93,51.93,51.93,55.905,59.88,54.580000000000005,4.5899346400575265,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2008,170360.0,170360.0,238740.0,266715.0,335760.0,228550.0,57600.53722743295,10.0,16912000.0,16912000.0,23473000.0,29549500.0,38525000.0,23974200.0,7655951.799453517,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79,36.98,46.71,50.407500000000006,59.63,45.092,8.020692405688344,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1319,74890.0,99850.0,122955.0,170397.5,178510.0,129611.66666666667,44313.91673804818,6.0,8738000.0,9985000.0,13731000.0,20285000.0,21221000.0,14771166.666666666,5877688.607494162,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.96,36.8,41.43,49.6375,50.83,41.879999999999995,8.618313059990337,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1141,74590.0,87230.0,98630.0,110007.5,126460.0,99256.66666666667,19032.830232697044,6.0,11380000.0,12012250.0,13909000.0,17703250.0,22763000.0,15384833.333333334,4554338.038251735,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.72,41.230000000000004,46.705,50.635,59.99,46.91166666666667,8.422535049892442,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2340,281700.0,281700.0,281700.0,281700.0,281700.0,281700.0,0.0,1.0,32454000.0,32454000.0,32454000.0,32454000.0,32454000.0,32454000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.82,39.82,39.82,39.82,39.82,39.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1929,123870.0,148630.0,148630.0,167222.5,198190.0,156895.0,25588.802043081265,6.0,14863000.0,17962000.0,17962000.0,23071750.0,32208000.0,20955333.333333332,6406387.739332257,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.57,46.7725,46.9,50.635000000000005,59.89,48.645,6.767985667833525,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1681,162250.0,233807.5,257660.0,291110.0,291110.0,246351.25,54168.7061575751,8.0,19572000.0,31000500.0,34810000.0,44348000.0,44348000.0,34577250.0,10260049.007819463,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.97,44.2975,46.97,51.877500000000005,51.96,46.29875,6.211313266934781,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1184,162250.0,209955.0,257660.0,274385.0,291110.0,239957.14285714287,55151.613972843305,7.0,19572000.0,27191000.0,34810000.0,39579000.0,44348000.0,33181428.57142857,10228835.561899554,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.98,41.92,46.97,49.480000000000004,51.99,45.534285714285716,6.2661015449343465,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2383,162250.0,257660.0,257660.0,291110.0,346850.0,257517.77777777778,60742.816196192645,9.0,19572000.0,34810000.0,34810000.0,44348000.0,56985000.0,37067000.0,12161403.105727563,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.97,46.94,46.97,51.96,59.89,47.83333333333333,7.365709402359015,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1579,162250.0,162250.0,257660.0,291110.0,346850.0,243200.0,66727.0943845152,9.0,19572000.0,19572000.0,34810000.0,44348000.0,56985000.0,34314111.11111111,13076956.320608826,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.98,36.98,46.95,51.99,59.93,46.18888888888889,8.002130098362006,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2173,196950.0,257347.5,277480.0,290795.0,330740.0,270662.5,51090.38286633377,8.0,26014000.0,37163500.0,40880000.0,43357750.0,50791000.0,39641250.0,9457995.419598322,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,45.135000000000005,46.98,48.21,51.96,46.45374999999999,4.543887377565601,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1911,235360.0,235360.0,235360.0,235360.0,286150.0,243825.0,20734.930672659604,6.0,28491000.0,28491000.0,28491000.0,28491000.0,35924000.0,29729833.333333332,3034509.543017894,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.77,51.77,51.85,51.93,59.47,53.10666666666666,3.11836923193304,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1638,81760.0,81760.0,98640.0,98640.0,120710.0,96302.0,16043.865494325237,5.0,16875000.0,16875000.0,20122000.0,20122000.0,23367000.0,19472200.0,2715918.02159049,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,46.9,51.93,51.93,59.88,51.508,5.313047148294472,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2412,99080.0,99080.0,138570.0,138570.0,168700.0,128800.0,29788.725216094765,5.0,14863000.0,14863000.0,22895000.0,22895000.0,27715000.0,20646200.0,5634113.523882884,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.55,36.55,46.9,46.9,51.93,43.766000000000005,6.899929709786906,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1871,69340.0,69340.0,78885.0,88430.0,88430.0,78885.0,10456.02362277362,6.0,11469000.0,11469000.0,12972000.0,14475000.0,14475000.0,12972000.0,1646454.0078605292,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.63,36.63,41.425,46.22,46.22,41.425000000000004,5.252659326474541,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1309,80290.0,100690.0,100690.0,110275.0,119860.0,103252.85714285714,13571.785333656628,7.0,14981000.0,18726000.0,18726000.0,19973500.0,21221000.0,18903857.14285714,2091795.1962028078,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.59,46.745000000000005,46.9,49.415,51.93,47.24857142857143,4.148965447640444,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1527,126680.0,126680.0,154270.0,180630.0,180630.0,153778.0,26976.40209516458,5.0,15252000.0,15252000.0,19204000.0,22579000.0,22579000.0,18973200.0,3665771.2285411377,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.61,46.61,51.86,59.29,59.57,52.788,6.431719832206624,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2208,142310.0,198485.0,217210.0,228450.0,262170.0,209725.0,46004.070316813115,8.0,17102000.0,28244000.0,31958000.0,34361500.0,41572000.0,30647500.0,9354297.576133505,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.91,44.155,46.71,48.205,51.91,45.57499999999999,5.806161751597547,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1940,141210.0,215550.0,215550.0,215550.0,324540.0,221325.0,58660.29653862994,6.0,16971000.0,31711000.0,31711000.0,31711000.0,51658000.0,32578833.333333332,11051077.783033954,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.91,46.57,46.57,46.585,59.88,47.181666666666665,7.324305882926156,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2596,142310.0,217210.0,217210.0,239690.0,262170.0,219355.7142857143,40042.86155989307,7.0,17102000.0,31958000.0,31958000.0,36765000.0,41572000.0,32582571.42857143,8193779.161802016,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.91,46.57,46.57,49.25,51.91,46.71857142857142,5.003210397905957,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2227,141210.0,178380.0,215550.0,237845.0,260140.0,207050.0,49199.69071718507,7.0,16971000.0,24341000.0,31711000.0,36481500.0,41252000.0,30225571.42857143,10009587.701418124,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.91,41.739999999999995,46.85,49.44,51.91,45.43285714285714,6.256318710673539,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2563,152500.0,152500.0,171570.0,190640.0,190640.0,171570.0,22020.139266892325,4.0,12709000.0,12709000.0,14614500.0,16520000.0,16520000.0,14614500.0,2200281.8758816635,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.63,36.63,41.425,46.22,46.22,41.425,5.536789081528509,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2358,88260.0,88260.0,127200.0,166140.0,166140.0,127200.0,42656.63277850234,6.0,15577000.0,15577000.0,20121000.0,24665000.0,24665000.0,20121000.0,4977702.602606949,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.61,36.61,41.45,46.29,46.29,41.449999999999996,5.301954356650008,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1492,69870.0,71140.0,78780.0,78780.0,78780.0,75324.28571428571,4330.773053173675,7.0,11437000.0,11437000.0,13979000.0,13979000.0,13979000.0,12889571.42857143,1358756.1538827654,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.51,39.84,46.71,46.71,46.71,43.71857142857142,3.7325881484185053,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1601,155340.0,155340.0,155340.0,182092.5,191010.0,167230.0,18419.908794562474,6.0,22793000.0,22793000.0,22793000.0,26613500.0,27887000.0,24491000.0,2630530.2887440776,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,46.9,46.9,50.6725,51.93,48.57666666666666,2.5974808308564414,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1687,111470.0,131290.0,151110.0,167230.0,167230.0,146160.9090909091,23417.894634038075,11.0,16225000.0,19199000.0,22173000.0,24402000.0,24402000.0,21361363.636363637,3446209.3167051612,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,43.31,46.9,49.7,49.7,45.959999999999994,4.1987807754156465,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1236,111470.0,140277.5,151110.0,167230.0,167230.0,146470.83333333334,22353.882907911233,12.0,16225000.0,20686000.0,22173000.0,24402000.0,24402000.0,21429000.0,3294174.5275837798,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,44.9925,46.9,49.7,49.7,46.02583333333333,4.009870681055424,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1487,132520.0,137015.0,141510.0,146005.0,150500.0,141510.0,12713.779925734125,2.0,23720000.0,24656250.0,25592500.0,26528750.0,27465000.0,25592500.0,2648114.8955436205,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,53.78999999999999,55.72,57.650000000000006,59.58,55.72,5.458864350760146,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
